filename,cls,xymin,xymax,names
ILSVRC2012_val_00044560,n03792782,"(114, 221)","(260, 374)","mountain bike, all-terrain bike, off-roader"
ILSVRC2012_val_00044559,n02701002,"(34, 56)","(461, 319)",ambulance
ILSVRC2012_val_00044557,n01740131,"(57, 50)","(499, 314)","night snake, Hypsiglena torquata"
ILSVRC2012_val_00044556,n02410509,"(6, 81)","(334, 243)",bison
ILSVRC2012_val_00044555,n07614500,"(171, 240)","(279, 416)","ice cream, icecream"
ILSVRC2012_val_00044554,n02088466,"(16, 13)","(459, 368)","bloodhound, sleuthhound"
ILSVRC2012_val_00044553,n02115913,"(0, 33)","(402, 374)","dhole, Cuon alpinus"
ILSVRC2012_val_00044552,n04501370,"(135, 158)","(278, 431)",turnstile
ILSVRC2012_val_00044551,n02791124,"(45, 130)","(242, 435)",barber chair
ILSVRC2012_val_00044547,n03895866,"(96, 85)","(273, 336)","passenger car, coach, carriage"
ILSVRC2012_val_00044546,n02111500,"(62, 201)","(230, 465)",Great Pyrenees
ILSVRC2012_val_00044545,n04120489,"(129, 88)","(469, 317)",running shoe
ILSVRC2012_val_00044543,n02096051,"(174, 134)","(229, 285)","Airedale, Airedale terrier"
ILSVRC2012_val_00044542,n01755581,"(9, 9)","(491, 371)","diamondback, diamondback rattlesnake, Crotalus adamanteus"
ILSVRC2012_val_00044541,n03495258,"(0, 25)","(170, 498)",harp
ILSVRC2012_val_00044540,n01537544,"(108, 36)","(288, 491)","indigo bunting, indigo finch, indigo bird, Passerina cyanea"
ILSVRC2012_val_00044539,n07932039,"(123, 51)","(409, 328)",eggnog
ILSVRC2012_val_00044538,n04263257,"(13, 233)","(351, 472)",soup bowl
ILSVRC2012_val_00044537,n02951585,"(120, 47)","(211, 279)","can opener, tin opener"
ILSVRC2012_val_00044535,n02108422,"(80, 50)","(209, 321)",bull mastiff
ILSVRC2012_val_00044534,n01729322,"(0, 55)","(339, 305)","hognose snake, puff adder, sand viper"
ILSVRC2012_val_00044532,n02093991,"(174, 56)","(383, 262)",Irish terrier
ILSVRC2012_val_00044529,n02090721,"(116, 179)","(278, 295)",Irish wolfhound
ILSVRC2012_val_00044528,n07831146,"(0, 122)","(413, 305)",carbonara
ILSVRC2012_val_00044527,n03947888,"(158, 26)","(346, 223)","pirate, pirate ship"
ILSVRC2012_val_00044524,n04152593,"(62, 62)","(445, 356)","screen, CRT screen"
ILSVRC2012_val_00044523,n03187595,"(34, 53)","(479, 316)","dial telephone, dial phone"
ILSVRC2012_val_00044522,n02006656,"(128, 72)","(331, 301)",spoonbill
ILSVRC2012_val_00044520,n03584254,"(208, 35)","(344, 205)",iPod
ILSVRC2012_val_00044519,n04120489,"(55, 85)","(464, 285)",running shoe
ILSVRC2012_val_00044517,n04447861,"(21, 36)","(424, 473)",toilet seat
ILSVRC2012_val_00044516,n02815834,"(23, 5)","(348, 455)",beaker
ILSVRC2012_val_00044515,n01860187,"(46, 51)","(404, 413)","black swan, Cygnus atratus"
ILSVRC2012_val_00044514,n02256656,"(81, 1)","(405, 475)","cicada, cicala"
ILSVRC2012_val_00044513,n02089867,"(164, 14)","(392, 374)","Walker hound, Walker foxhound"
ILSVRC2012_val_00044512,n04009552,"(73, 46)","(308, 460)",projector
ILSVRC2012_val_00044511,n02445715,"(67, 0)","(282, 430)","skunk, polecat, wood pussy"
ILSVRC2012_val_00044509,n03838899,"(208, 97)","(264, 202)","oboe, hautboy, hautbois"
ILSVRC2012_val_00044507,n01582220,"(94, 100)","(430, 399)",magpie
ILSVRC2012_val_00044506,n04325704,"(0, 51)","(499, 374)",stole
ILSVRC2012_val_00044503,n02791270,"(0, 0)","(499, 374)",barbershop
ILSVRC2012_val_00044501,n02099267,"(30, 23)","(429, 411)",flat-coated retriever
ILSVRC2012_val_00044500,n03868242,"(58, 105)","(308, 324)",oxcart
ILSVRC2012_val_00044498,n03249569,"(399, 177)","(473, 274)","drum, membranophone, tympan"
ILSVRC2012_val_00044497,n03775071,"(88, 38)","(315, 337)",mitten
ILSVRC2012_val_00044496,n02117135,"(143, 168)","(268, 289)","hyena, hyaena"
ILSVRC2012_val_00044495,n02981792,"(120, 0)","(492, 400)",catamaran
ILSVRC2012_val_00044494,n13044778,"(22, 88)","(472, 374)",earthstar
ILSVRC2012_val_00044493,n04069434,"(150, 87)","(311, 193)",reflex camera
ILSVRC2012_val_00044491,n02233338,"(213, 72)","(335, 250)","cockroach, roach"
ILSVRC2012_val_00044489,n02906734,"(53, 225)","(423, 360)",broom
ILSVRC2012_val_00044488,n02791270,"(0, 2)","(499, 374)",barbershop
ILSVRC2012_val_00044487,n04019541,"(388, 291)","(405, 310)","puck, hockey puck"
ILSVRC2012_val_00044486,n04376876,"(421, 151)","(491, 180)",syringe
ILSVRC2012_val_00044485,n07742313,"(2, 116)","(347, 472)",Granny Smith
ILSVRC2012_val_00044484,n02443484,"(125, 206)","(195, 386)","black-footed ferret, ferret, Mustela nigripes"
ILSVRC2012_val_00044481,n02028035,"(112, 152)","(302, 274)","redshank, Tringa totanus"
ILSVRC2012_val_00044480,n01729322,"(19, 38)","(619, 424)","hognose snake, puff adder, sand viper"
ILSVRC2012_val_00044479,n07590611,"(0, 125)","(370, 440)","hot pot, hotpot"
ILSVRC2012_val_00044478,n04209133,"(244, 82)","(329, 144)",shower cap
ILSVRC2012_val_00044477,n04192698,"(36, 19)","(187, 264)","shield, buckler"
ILSVRC2012_val_00044475,n01729977,"(167, 160)","(315, 309)","green snake, grass snake"
ILSVRC2012_val_00044474,n07802026,"(303, 193)","(360, 245)",hay
ILSVRC2012_val_00044473,n02112706,"(69, 139)","(365, 307)",Brabancon griffon
ILSVRC2012_val_00044471,n04037443,"(88, 39)","(447, 255)","racer, race car, racing car"
ILSVRC2012_val_00044470,n02783161,"(0, 2)","(307, 157)","ballpoint, ballpoint pen, ballpen, Biro"
ILSVRC2012_val_00044469,n02708093,"(60, 104)","(401, 437)",analog clock
ILSVRC2012_val_00044466,n03692522,"(122, 73)","(357, 318)","loupe, jeweler's loupe"
ILSVRC2012_val_00044465,n04458633,"(405, 0)","(434, 298)",totem pole
ILSVRC2012_val_00044464,n02105641,"(2, 24)","(445, 364)","Old English sheepdog, bobtail"
ILSVRC2012_val_00044463,n02130308,"(0, 27)","(510, 367)","cheetah, chetah, Acinonyx jubatus"
ILSVRC2012_val_00044461,n02098105,"(220, 156)","(423, 371)",soft-coated wheaten terrier
ILSVRC2012_val_00044458,n03933933,"(2, 24)","(499, 297)",pier
ILSVRC2012_val_00044457,n02939185,"(3, 5)","(371, 363)","caldron, cauldron"
ILSVRC2012_val_00044456,n09193705,"(77, 112)","(217, 163)",alp
ILSVRC2012_val_00044454,n03873416,"(55, 100)","(162, 262)","paddle, boat paddle"
ILSVRC2012_val_00044453,n02097658,"(30, 30)","(267, 433)","silky terrier, Sydney silky"
ILSVRC2012_val_00044452,n04286575,"(45, 113)","(308, 403)","spotlight, spot"
ILSVRC2012_val_00044451,n03201208,"(0, 244)","(370, 372)","dining table, board"
ILSVRC2012_val_00044448,n02672831,"(201, 220)","(314, 360)","accordion, piano accordion, squeeze box"
ILSVRC2012_val_00044446,n07760859,"(0, 0)","(86, 77)",custard apple
ILSVRC2012_val_00044445,n04509417,"(116, 278)","(186, 432)","unicycle, monocycle"
ILSVRC2012_val_00044444,n02090379,"(0, 78)","(361, 426)",redbone
ILSVRC2012_val_00044443,n04332243,"(212, 231)","(322, 361)",strainer
ILSVRC2012_val_00044442,n04149813,"(159, 198)","(319, 260)",scoreboard
ILSVRC2012_val_00044441,n02087046,"(118, 0)","(395, 332)",toy terrier
ILSVRC2012_val_00044440,n01820546,"(21, 15)","(483, 498)",lorikeet
ILSVRC2012_val_00044438,n02415577,"(203, 236)","(340, 345)","bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
ILSVRC2012_val_00044437,n03854065,"(346, 245)","(453, 307)","organ, pipe organ"
ILSVRC2012_val_00044436,n03777754,"(163, 162)","(333, 392)",modem
ILSVRC2012_val_00044434,n03476991,"(126, 7)","(232, 498)",hair spray
ILSVRC2012_val_00044430,n02108000,"(254, 0)","(499, 332)",EntleBucher
ILSVRC2012_val_00044429,n02097298,"(49, 170)","(142, 293)","Scotch terrier, Scottish terrier, Scottie"
ILSVRC2012_val_00044428,n02823428,"(249, 1)","(382, 388)",beer bottle
ILSVRC2012_val_00044427,n03947888,"(81, 190)","(319, 427)","pirate, pirate ship"
ILSVRC2012_val_00044426,n03133878,"(0, 1)","(499, 328)",Crock Pot
ILSVRC2012_val_00044425,n03627232,"(0, 141)","(305, 348)",knot
ILSVRC2012_val_00044423,n02086910,"(0, 0)","(349, 314)",papillon
ILSVRC2012_val_00044422,n01860187,"(110, 27)","(373, 472)","black swan, Cygnus atratus"
ILSVRC2012_val_00044421,n04270147,"(90, 33)","(126, 260)",spatula
ILSVRC2012_val_00044420,n03494278,"(169, 178)","(313, 237)","harmonica, mouth organ, harp, mouth harp"
ILSVRC2012_val_00044419,n04525038,"(35, 43)","(348, 498)",velvet
ILSVRC2012_val_00044417,n03590841,"(425, 150)","(488, 233)",jack-o'-lantern
ILSVRC2012_val_00044416,n03133878,"(0, 0)","(498, 440)",Crock Pot
ILSVRC2012_val_00044415,n03476684,"(148, 249)","(203, 266)",hair slide
ILSVRC2012_val_00044414,n03028079,"(25, 22)","(238, 435)","church, church building"
ILSVRC2012_val_00044412,n02325366,"(94, 23)","(444, 395)","wood rabbit, cottontail, cottontail rabbit"
ILSVRC2012_val_00044411,n03733131,"(200, 0)","(245, 297)",maypole
ILSVRC2012_val_00044410,n03599486,"(0, 0)","(331, 498)","jinrikisha, ricksha, rickshaw"
ILSVRC2012_val_00044409,n04435653,"(10, 92)","(492, 161)",tile roof
ILSVRC2012_val_00044407,n02256656,"(15, 37)","(447, 223)","cicada, cicala"
ILSVRC2012_val_00044405,n04019541,"(163, 271)","(455, 385)","puck, hockey puck"
ILSVRC2012_val_00044404,n02226429,"(115, 128)","(400, 430)","grasshopper, hopper"
ILSVRC2012_val_00044403,n03733281,"(0, 111)","(499, 374)","maze, labyrinth"
ILSVRC2012_val_00044402,n02134084,"(130, 60)","(392, 222)","ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
ILSVRC2012_val_00044401,n03250847,"(36, 170)","(553, 371)",drumstick
ILSVRC2012_val_00044400,n03598930,"(120, 379)","(153, 398)",jigsaw puzzle
ILSVRC2012_val_00044399,n02093754,"(290, 0)","(499, 275)",Border terrier
ILSVRC2012_val_00044398,n02979186,"(311, 124)","(634, 378)",cassette player
ILSVRC2012_val_00044397,n03124043,"(7, 12)","(491, 493)",cowboy boot
ILSVRC2012_val_00044396,n03133878,"(0, 21)","(499, 374)",Crock Pot
ILSVRC2012_val_00044395,n02526121,"(116, 89)","(454, 327)",eel
ILSVRC2012_val_00044394,n02790996,"(105, 142)","(271, 176)",barbell
ILSVRC2012_val_00044390,n02174001,"(135, 48)","(332, 337)",rhinoceros beetle
ILSVRC2012_val_00044388,n03930630,"(63, 181)","(361, 360)","pickup, pickup truck"
ILSVRC2012_val_00044387,n02102973,"(35, 52)","(323, 357)",Irish water spaniel
ILSVRC2012_val_00044386,n04040759,"(18, 6)","(466, 426)",radiator
ILSVRC2012_val_00044385,n02025239,"(91, 122)","(395, 313)","ruddy turnstone, Arenaria interpres"
ILSVRC2012_val_00044384,n01751748,"(0, 79)","(358, 242)",sea snake
ILSVRC2012_val_00044383,n03944341,"(37, 7)","(498, 470)",pinwheel
ILSVRC2012_val_00044381,n04404412,"(0, 0)","(127, 174)","television, television system"
ILSVRC2012_val_00044379,n04044716,"(13, 50)","(498, 329)","radio telescope, radio reflector"
ILSVRC2012_val_00044378,n01558993,"(49, 68)","(277, 340)","robin, American robin, Turdus migratorius"
ILSVRC2012_val_00044377,n02025239,"(187, 12)","(262, 150)","ruddy turnstone, Arenaria interpres"
ILSVRC2012_val_00044374,n02124075,"(91, 105)","(391, 236)",Egyptian cat
ILSVRC2012_val_00044372,n03976467,"(53, 80)","(243, 311)","Polaroid camera, Polaroid Land camera"
ILSVRC2012_val_00044371,n03584829,"(269, 65)","(422, 246)","iron, smoothing iron"
ILSVRC2012_val_00044369,n03884397,"(158, 199)","(249, 483)","panpipe, pandean pipe, syrinx"
ILSVRC2012_val_00044368,n15075141,"(103, 335)","(232, 441)","toilet tissue, toilet paper, bathroom tissue"
ILSVRC2012_val_00044367,n04399382,"(67, 17)","(355, 486)","teddy, teddy bear"
ILSVRC2012_val_00044364,n02117135,"(34, 27)","(159, 141)","hyena, hyaena"
ILSVRC2012_val_00044362,n03017168,"(118, 7)","(365, 369)","chime, bell, gong"
ILSVRC2012_val_00044360,n03109150,"(29, 146)","(58, 164)","corkscrew, bottle screw"
ILSVRC2012_val_00044359,n03100240,"(26, 79)","(516, 294)",convertible
ILSVRC2012_val_00044358,n03623198,"(147, 16)","(310, 308)",knee pad
ILSVRC2012_val_00044356,n02108000,"(780, 676)","(1048, 1224)",EntleBucher
ILSVRC2012_val_00044354,n02095570,"(71, 148)","(238, 498)",Lakeland terrier
ILSVRC2012_val_00044353,n02097658,"(32, 36)","(316, 364)","silky terrier, Sydney silky"
ILSVRC2012_val_00044352,n01984695,"(0, 102)","(499, 353)","spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish"
ILSVRC2012_val_00044351,n02776631,"(0, 0)","(498, 376)","bakery, bakeshop, bakehouse"
ILSVRC2012_val_00044350,n03769881,"(21, 43)","(492, 227)",minibus
ILSVRC2012_val_00044346,n02782093,"(11, 56)","(296, 471)",balloon
ILSVRC2012_val_00044345,n02092002,"(54, 104)","(395, 246)","Scottish deerhound, deerhound"
ILSVRC2012_val_00044344,n02093754,"(83, 97)","(413, 294)",Border terrier
ILSVRC2012_val_00044343,n02128385,"(105, 59)","(328, 210)","leopard, Panthera pardus"
ILSVRC2012_val_00044342,n07749582,"(185, 176)","(270, 248)",lemon
ILSVRC2012_val_00044341,n01667114,"(177, 121)","(315, 213)",mud turtle
ILSVRC2012_val_00044338,n03947888,"(182, 93)","(303, 223)","pirate, pirate ship"
ILSVRC2012_val_00044336,n03532672,"(215, 24)","(314, 147)","hook, claw"
ILSVRC2012_val_00044334,n03095699,"(429, 273)","(1155, 628)","container ship, containership, container vessel"
ILSVRC2012_val_00044332,n04525038,"(83, 212)","(307, 498)",velvet
ILSVRC2012_val_00044330,n01843065,"(74, 117)","(441, 452)",jacamar
ILSVRC2012_val_00044328,n02077923,"(3, 0)","(479, 367)",sea lion
ILSVRC2012_val_00044327,n02951585,"(26, 53)","(475, 239)","can opener, tin opener"
ILSVRC2012_val_00044326,n02823428,"(186, 91)","(320, 480)",beer bottle
ILSVRC2012_val_00044325,n03404251,"(0, 6)","(471, 374)",fur coat
ILSVRC2012_val_00044323,n04392985,"(92, 252)","(286, 458)",tape player
ILSVRC2012_val_00044322,n02840245,"(32, 87)","(155, 295)","binder, ring-binder"
ILSVRC2012_val_00044319,n03529860,"(192, 37)","(369, 143)","home theater, home theatre"
ILSVRC2012_val_00044318,n02930766,"(28, 282)","(294, 376)","cab, hack, taxi, taxicab"
ILSVRC2012_val_00044317,n01829413,"(67, 35)","(322, 491)",hornbill
ILSVRC2012_val_00044316,n03131574,"(0, 16)","(499, 333)","crib, cot"
ILSVRC2012_val_00044315,n03290653,"(11, 9)","(113, 119)",entertainment center
ILSVRC2012_val_00044314,n02256656,"(52, 2)","(392, 305)","cicada, cicala"
ILSVRC2012_val_00044313,n02655020,"(83, 61)","(363, 341)","puffer, pufferfish, blowfish, globefish"
ILSVRC2012_val_00044312,n07871810,"(131, 4)","(499, 291)","meat loaf, meatloaf"
ILSVRC2012_val_00044311,n01558993,"(27, 70)","(265, 441)","robin, American robin, Turdus migratorius"
ILSVRC2012_val_00044310,n06596364,"(120, 321)","(153, 346)",comic book
ILSVRC2012_val_00044309,n02783161,"(13, 48)","(454, 232)","ballpoint, ballpoint pen, ballpen, Biro"
ILSVRC2012_val_00044308,n02108089,"(180, 20)","(373, 374)",boxer
ILSVRC2012_val_00044307,n02488702,"(18, 30)","(592, 463)","colobus, colobus monkey"
ILSVRC2012_val_00044305,n02486410,"(9, 83)","(354, 513)",baboon
ILSVRC2012_val_00044303,n02795169,"(21, 49)","(210, 175)","barrel, cask"
ILSVRC2012_val_00044302,n04606251,"(0, 43)","(430, 318)",wreck
ILSVRC2012_val_00044300,n02281787,"(50, 140)","(410, 472)","lycaenid, lycaenid butterfly"
ILSVRC2012_val_00044299,n07693725,"(14, 25)","(490, 478)","bagel, beigel"
ILSVRC2012_val_00044298,n04591157,"(146, 108)","(197, 185)",Windsor tie
ILSVRC2012_val_00044297,n03983396,"(96, 11)","(438, 322)","pop bottle, soda bottle"
ILSVRC2012_val_00044296,n02219486,"(279, 34)","(431, 397)","ant, emmet, pismire"
ILSVRC2012_val_00044293,n04579145,"(290, 83)","(317, 151)",whiskey jug
ILSVRC2012_val_00044292,n03788365,"(5, 0)","(474, 764)",mosquito net
ILSVRC2012_val_00044290,n03814639,"(230, 168)","(313, 227)",neck brace
ILSVRC2012_val_00044289,n11879895,"(0, 87)","(498, 332)",rapeseed
ILSVRC2012_val_00044288,n01644900,"(111, 287)","(291, 457)","tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui"
ILSVRC2012_val_00044287,n01882714,"(55, 2)","(432, 464)","koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus"
ILSVRC2012_val_00044286,n04370456,"(232, 101)","(392, 374)",sweatshirt
ILSVRC2012_val_00044285,n02087394,"(86, 2)","(406, 332)",Rhodesian ridgeback
ILSVRC2012_val_00044284,n02096437,"(390, 175)","(599, 400)","Dandie Dinmont, Dandie Dinmont terrier"
ILSVRC2012_val_00044283,n02988304,"(13, 46)","(499, 310)",CD player
ILSVRC2012_val_00044282,n03127747,"(138, 28)","(521, 412)",crash helmet
ILSVRC2012_val_00044280,n04523525,"(51, 234)","(143, 374)",vault
ILSVRC2012_val_00044278,n03495258,"(52, 0)","(266, 286)",harp
ILSVRC2012_val_00044276,n01514859,"(191, 0)","(367, 204)",hen
ILSVRC2012_val_00044275,n02096177,"(65, 78)","(368, 250)","cairn, cairn terrier"
ILSVRC2012_val_00044269,n01877812,"(46, 58)","(334, 478)","wallaby, brush kangaroo"
ILSVRC2012_val_00044268,n01843065,"(151, 121)","(326, 332)",jacamar
ILSVRC2012_val_00044266,n04039381,"(161, 115)","(242, 150)","racket, racquet"
ILSVRC2012_val_00044265,n02361337,"(124, 90)","(309, 247)",marmot
ILSVRC2012_val_00044264,n04039381,"(420, 170)","(470, 279)","racket, racquet"
ILSVRC2012_val_00044263,n04067472,"(127, 116)","(189, 173)",reel
ILSVRC2012_val_00044262,n01644900,"(0, 2)","(455, 333)","tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui"
ILSVRC2012_val_00044261,n03388183,"(15, 139)","(490, 313)",fountain pen
ILSVRC2012_val_00044260,n07871810,"(103, 109)","(412, 306)","meat loaf, meatloaf"
ILSVRC2012_val_00044259,n02992211,"(56, 275)","(178, 331)","cello, violoncello"
ILSVRC2012_val_00044258,n02113624,"(106, 184)","(217, 277)",toy poodle
ILSVRC2012_val_00044256,n01873310,"(166, 147)","(365, 360)","platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus"
ILSVRC2012_val_00044255,n07613480,"(9, 116)","(170, 395)",trifle
ILSVRC2012_val_00044253,n02690373,"(13, 103)","(484, 225)",airliner
ILSVRC2012_val_00044252,n02786058,"(16, 170)","(116, 222)",Band Aid
ILSVRC2012_val_00044251,n03841143,"(50, 24)","(491, 374)","odometer, hodometer, mileometer, milometer"
ILSVRC2012_val_00044249,n02109961,"(33, 25)","(408, 435)","Eskimo dog, husky"
ILSVRC2012_val_00044248,n02115913,"(133, 2)","(432, 328)","dhole, Cuon alpinus"
ILSVRC2012_val_00044247,n02441942,"(196, 93)","(475, 224)",weasel
ILSVRC2012_val_00044245,n03777754,"(0, 201)","(499, 333)",modem
ILSVRC2012_val_00044243,n07613480,"(142, 54)","(376, 340)",trifle
ILSVRC2012_val_00044241,n03832673,"(228, 95)","(499, 315)","notebook, notebook computer"
ILSVRC2012_val_00044240,n02037110,"(50, 33)","(451, 380)","oystercatcher, oyster catcher"
ILSVRC2012_val_00044239,n07802026,"(1, 1)","(499, 354)",hay
ILSVRC2012_val_00044238,n01855032,"(134, 155)","(378, 289)","red-breasted merganser, Mergus serrator"
ILSVRC2012_val_00044236,n07717556,"(65, 125)","(448, 347)",butternut squash
ILSVRC2012_val_00044234,n03788195,"(24, 5)","(480, 227)",mosque
ILSVRC2012_val_00044233,n07920052,"(313, 118)","(449, 286)",espresso
ILSVRC2012_val_00044232,n02093647,"(97, 31)","(369, 371)",Bedlington terrier
ILSVRC2012_val_00044231,n02097658,"(79, 24)","(399, 399)","silky terrier, Sydney silky"
ILSVRC2012_val_00044230,n03788365,"(29, 6)","(846, 659)",mosquito net
ILSVRC2012_val_00044229,n03478589,"(21, 17)","(327, 230)",half track
ILSVRC2012_val_00044227,n02087394,"(113, 68)","(281, 311)",Rhodesian ridgeback
ILSVRC2012_val_00044225,n02799071,"(332, 8)","(360, 36)",baseball
ILSVRC2012_val_00044224,n02086240,"(49, 96)","(289, 397)",Shih-Tzu
ILSVRC2012_val_00044222,n04579145,"(184, 753)","(595, 1657)",whiskey jug
ILSVRC2012_val_00044221,n03404251,"(50, 88)","(197, 257)",fur coat
ILSVRC2012_val_00044219,n03347037,"(502, 238)","(2737, 2209)","fire screen, fireguard"
ILSVRC2012_val_00044217,n02113978,"(62, 30)","(973, 1000)",Mexican hairless
ILSVRC2012_val_00044216,n01806143,"(33, 37)","(426, 302)",peacock
ILSVRC2012_val_00044211,n03271574,"(0, 0)","(598, 798)","electric fan, blower"
ILSVRC2012_val_00044210,n04153751,"(252, 171)","(371, 349)",screw
ILSVRC2012_val_00044208,n03782006,"(116, 264)","(463, 374)",monitor
ILSVRC2012_val_00044206,n02111277,"(4, 117)","(499, 356)","Newfoundland, Newfoundland dog"
ILSVRC2012_val_00044205,n03983396,"(240, 303)","(426, 498)","pop bottle, soda bottle"
ILSVRC2012_val_00044202,n02096177,"(68, 8)","(471, 428)","cairn, cairn terrier"
ILSVRC2012_val_00044201,n04252225,"(188, 171)","(334, 255)","snowplow, snowplough"
ILSVRC2012_val_00044200,n02094433,"(155, 127)","(340, 462)",Yorkshire terrier
ILSVRC2012_val_00044199,n02978881,"(182, 44)","(460, 323)",cassette
ILSVRC2012_val_00044197,n03670208,"(76, 11)","(457, 306)","limousine, limo"
ILSVRC2012_val_00044196,n03404251,"(109, 95)","(303, 537)",fur coat
ILSVRC2012_val_00044195,n02129165,"(110, 30)","(606, 488)","lion, king of beasts, Panthera leo"
ILSVRC2012_val_00044192,n01582220,"(266, 41)","(475, 421)",magpie
ILSVRC2012_val_00044191,n03785016,"(182, 141)","(459, 308)",moped
ILSVRC2012_val_00044189,n02783161,"(0, 82)","(495, 374)","ballpoint, ballpoint pen, ballpen, Biro"
ILSVRC2012_val_00044188,n04398044,"(26, 15)","(537, 515)",teapot
ILSVRC2012_val_00044187,n02113978,"(19, 26)","(491, 369)",Mexican hairless
ILSVRC2012_val_00044185,n03047690,"(249, 60)","(438, 561)","clog, geta, patten, sabot"
ILSVRC2012_val_00044184,n04592741,"(147, 73)","(324, 241)",wing
ILSVRC2012_val_00044183,n03777754,"(83, 45)","(285, 248)",modem
ILSVRC2012_val_00044182,n02397096,"(42, 0)","(432, 453)",warthog
ILSVRC2012_val_00044181,n03376595,"(161, 16)","(409, 374)",folding chair
ILSVRC2012_val_00044180,n03888605,"(53, 380)","(367, 574)","parallel bars, bars"
ILSVRC2012_val_00044177,n03902125,"(468, 85)","(610, 426)","pay-phone, pay-station"
ILSVRC2012_val_00044175,n04525038,"(0, 0)","(416, 295)",velvet
ILSVRC2012_val_00044173,n04399382,"(36, 226)","(108, 401)","teddy, teddy bear"
ILSVRC2012_val_00044172,n07802026,"(279, 161)","(402, 264)",hay
ILSVRC2012_val_00044170,n01774750,"(21, 70)","(499, 374)",tarantula
ILSVRC2012_val_00044169,n03776460,"(249, 184)","(499, 291)","mobile home, manufactured home"
ILSVRC2012_val_00044167,n03584829,"(1, 80)","(694, 589)","iron, smoothing iron"
ILSVRC2012_val_00044165,n02410509,"(41, 114)","(256, 288)",bison
ILSVRC2012_val_00044162,n04040759,"(44, 11)","(499, 368)",radiator
ILSVRC2012_val_00044161,n04125021,"(1, 0)","(686, 498)",safe
ILSVRC2012_val_00044160,n04254680,"(704, 744)","(808, 845)",soccer ball
ILSVRC2012_val_00044159,n04008634,"(88, 91)","(302, 383)","projectile, missile"
ILSVRC2012_val_00044156,n04590129,"(42, 23)","(370, 482)",window shade
ILSVRC2012_val_00044155,n04136333,"(140, 355)","(373, 498)",sarong
ILSVRC2012_val_00044154,n03697007,"(208, 125)","(369, 277)","lumbermill, sawmill"
ILSVRC2012_val_00044153,n02259212,"(339, 171)","(657, 360)",leafhopper
ILSVRC2012_val_00044152,n03127747,"(3, 0)","(394, 395)",crash helmet
ILSVRC2012_val_00044149,n04049303,"(58, 278)","(178, 374)",rain barrel
ILSVRC2012_val_00044148,n03180011,"(1, 43)","(190, 332)",desktop computer
ILSVRC2012_val_00044146,n03124043,"(175, 16)","(445, 241)",cowboy boot
ILSVRC2012_val_00044145,n02480855,"(57, 93)","(342, 472)","gorilla, Gorilla gorilla"
ILSVRC2012_val_00044144,n04366367,"(91, 98)","(473, 374)",suspension bridge
ILSVRC2012_val_00044142,n03208938,"(22, 184)","(312, 470)","disk brake, disc brake"
ILSVRC2012_val_00044141,n02825657,"(130, 29)","(172, 94)","bell cote, bell cot"
ILSVRC2012_val_00044140,n02087394,"(16, 78)","(393, 480)",Rhodesian ridgeback
ILSVRC2012_val_00044138,n04376876,"(64, 0)","(499, 334)",syringe
ILSVRC2012_val_00044136,n07717410,"(96, 138)","(482, 374)",acorn squash
ILSVRC2012_val_00044135,n02097474,"(47, 24)","(480, 342)","Tibetan terrier, chrysanthemum dog"
ILSVRC2012_val_00044134,n04336792,"(88, 192)","(357, 284)",stretcher
ILSVRC2012_val_00044133,n06359193,"(50, 220)","(410, 483)","web site, website, internet site, site"
ILSVRC2012_val_00044130,n02071294,"(183, 147)","(488, 310)","killer whale, killer, orca, grampus, sea wolf, Orcinus orca"
ILSVRC2012_val_00044128,n07716358,"(44, 249)","(108, 356)","zucchini, courgette"
ILSVRC2012_val_00044127,n01910747,"(72, 51)","(267, 357)",jellyfish
ILSVRC2012_val_00044125,n04311004,"(92, 80)","(489, 156)",steel arch bridge
ILSVRC2012_val_00044124,n03127747,"(6, 25)","(399, 373)",crash helmet
ILSVRC2012_val_00044123,n03866082,"(42, 286)","(150, 395)",overskirt
ILSVRC2012_val_00044119,n02056570,"(87, 10)","(373, 498)","king penguin, Aptenodytes patagonica"
ILSVRC2012_val_00044114,n02447366,"(237, 168)","(641, 467)",badger
ILSVRC2012_val_00044113,n02672831,"(19, 21)","(478, 364)","accordion, piano accordion, squeeze box"
ILSVRC2012_val_00044111,n02643566,"(49, 47)","(472, 434)",lionfish
ILSVRC2012_val_00044110,n02815834,"(13, 1)","(151, 199)",beaker
ILSVRC2012_val_00044109,n03929855,"(115, 21)","(260, 180)",pickelhaube
ILSVRC2012_val_00044108,n01824575,"(33, 258)","(330, 427)",coucal
ILSVRC2012_val_00044107,n02096177,"(70, 85)","(390, 283)","cairn, cairn terrier"
ILSVRC2012_val_00044105,n03992509,"(202, 226)","(349, 347)",potter's wheel
ILSVRC2012_val_00044104,n02110185,"(58, 30)","(400, 374)",Siberian husky
