filename,cls,xymin,xymax,names
ILSVRC2012_val_00049089,n02095314,"(90, 26)","(337, 430)",wire-haired fox terrier
ILSVRC2012_val_00049088,n12768682,"(124, 14)","(499, 359)","buckeye, horse chestnut, conker"
ILSVRC2012_val_00049087,n04118776,"(1, 29)","(372, 373)","rule, ruler"
ILSVRC2012_val_00049086,n03457902,"(13, 68)","(321, 498)","greenhouse, nursery, glasshouse"
ILSVRC2012_val_00049085,n02268443,"(69, 22)","(377, 356)","dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"
ILSVRC2012_val_00049084,n06785654,"(0, 170)","(499, 374)","crossword puzzle, crossword"
ILSVRC2012_val_00049083,n02948072,"(79, 9)","(223, 444)","candle, taper, wax light"
ILSVRC2012_val_00049082,n02389026,"(9, 119)","(446, 421)",sorrel
ILSVRC2012_val_00049081,n02445715,"(0, 8)","(373, 375)","skunk, polecat, wood pussy"
ILSVRC2012_val_00049080,n07716358,"(313, 138)","(403, 188)","zucchini, courgette"
ILSVRC2012_val_00049079,n02017213,"(0, 42)","(351, 498)","European gallinule, Porphyrio porphyrio"
ILSVRC2012_val_00049078,n03770439,"(0, 33)","(119, 280)","miniskirt, mini"
ILSVRC2012_val_00049077,n02006656,"(98, 111)","(362, 350)",spoonbill
ILSVRC2012_val_00049076,n04461696,"(144, 102)","(371, 285)","tow truck, tow car, wrecker"
ILSVRC2012_val_00049075,n04418357,"(109, 1)","(499, 359)","theater curtain, theatre curtain"
ILSVRC2012_val_00049074,n04009552,"(29, 37)","(466, 340)",projector
ILSVRC2012_val_00049073,n04229816,"(202, 122)","(268, 205)",ski mask
ILSVRC2012_val_00049072,n01687978,"(43, 100)","(472, 254)",agama
ILSVRC2012_val_00049071,n02281787,"(146, 108)","(626, 476)","lycaenid, lycaenid butterfly"
ILSVRC2012_val_00049070,n02769748,"(159, 213)","(189, 259)","backpack, back pack, knapsack, packsack, rucksack, haversack"
ILSVRC2012_val_00049069,n02966687,"(43, 219)","(415, 384)","carpenter's kit, tool kit"
ILSVRC2012_val_00049068,n04141327,"(4, 14)","(568, 141)",scabbard
ILSVRC2012_val_00049067,n03954731,"(24, 24)","(676, 498)","plane, carpenter's plane, woodworking plane"
ILSVRC2012_val_00049066,n02793495,"(190, 110)","(380, 186)",barn
ILSVRC2012_val_00049065,n01629819,"(104, 28)","(206, 457)","European fire salamander, Salamandra salamandra"
ILSVRC2012_val_00049064,n02105641,"(34, 34)","(378, 351)","Old English sheepdog, bobtail"
ILSVRC2012_val_00049063,n02097130,"(79, 43)","(479, 329)",giant schnauzer
ILSVRC2012_val_00049062,n04592741,"(367, 180)","(499, 190)",wing
ILSVRC2012_val_00049061,n02669723,"(325, 173)","(498, 498)","academic gown, academic robe, judge's robe"
ILSVRC2012_val_00049060,n03000247,"(42, 2)","(363, 388)","chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour"
ILSVRC2012_val_00049059,n09421951,"(6, 191)","(494, 370)","sandbar, sand bar"
ILSVRC2012_val_00049058,n03658185,"(102, 202)","(394, 275)","letter opener, paper knife, paperknife"
ILSVRC2012_val_00049057,n03065424,"(23, 83)","(363, 346)","coil, spiral, volute, whorl, helix"
ILSVRC2012_val_00049056,n01798484,"(76, 308)","(208, 431)","prairie chicken, prairie grouse, prairie fowl"
ILSVRC2012_val_00049055,n03933933,"(244, 164)","(499, 286)",pier
ILSVRC2012_val_00049054,n02788148,"(32, 49)","(399, 299)","bannister, banister, balustrade, balusters, handrail"
ILSVRC2012_val_00049053,n03124043,"(33, 370)","(165, 495)",cowboy boot
ILSVRC2012_val_00049052,n01872401,"(201, 133)","(308, 225)","echidna, spiny anteater, anteater"
ILSVRC2012_val_00049051,n04239074,"(326, 77)","(392, 141)",sliding door
ILSVRC2012_val_00049050,n02791124,"(17, 135)","(291, 487)",barber chair
ILSVRC2012_val_00049049,n02708093,"(206, 137)","(841, 687)",analog clock
ILSVRC2012_val_00049048,n03207941,"(1, 0)","(213, 158)","dishwasher, dish washer, dishwashing machine"
ILSVRC2012_val_00049047,n07754684,"(66, 58)","(202, 215)","jackfruit, jak, jack"
ILSVRC2012_val_00049046,n02111277,"(63, 70)","(384, 262)","Newfoundland, Newfoundland dog"
ILSVRC2012_val_00049045,n04367480,"(108, 0)","(158, 293)","swab, swob, mop"
ILSVRC2012_val_00049044,n02113978,"(211, 238)","(858, 766)",Mexican hairless
ILSVRC2012_val_00049043,n02415577,"(76, 31)","(403, 313)","bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
ILSVRC2012_val_00049042,n02219486,"(174, 0)","(1596, 912)","ant, emmet, pismire"
ILSVRC2012_val_00049041,n02268853,"(205, 200)","(491, 319)",damselfly
ILSVRC2012_val_00049040,n02108089,"(52, 135)","(287, 324)",boxer
ILSVRC2012_val_00049039,n03538406,"(0, 146)","(224, 371)","horse cart, horse-cart"
ILSVRC2012_val_00049038,n03188531,"(127, 355)","(203, 418)","diaper, nappy, napkin"
ILSVRC2012_val_00049037,n04037443,"(340, 167)","(424, 196)","racer, race car, racing car"
ILSVRC2012_val_00049036,n02093428,"(282, 103)","(483, 324)","American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
ILSVRC2012_val_00049035,n02797295,"(69, 142)","(392, 311)","barrow, garden cart, lawn cart, wheelbarrow"
ILSVRC2012_val_00049034,n03777568,"(51, 18)","(463, 373)",Model T
ILSVRC2012_val_00049033,n04336792,"(91, 45)","(231, 148)",stretcher
ILSVRC2012_val_00049032,n03345487,"(30, 117)","(499, 348)","fire engine, fire truck"
ILSVRC2012_val_00049031,n02840245,"(8, 44)","(260, 357)","binder, ring-binder"
ILSVRC2012_val_00049030,n02346627,"(90, 54)","(396, 355)","porcupine, hedgehog"
ILSVRC2012_val_00049029,n04116512,"(276, 173)","(321, 222)","rubber eraser, rubber, pencil eraser"
ILSVRC2012_val_00049028,n04485082,"(75, 102)","(291, 498)",tripod
ILSVRC2012_val_00049027,n02086079,"(107, 6)","(473, 291)","Pekinese, Pekingese, Peke"
ILSVRC2012_val_00049026,n02871525,"(381, 161)","(499, 352)","bookshop, bookstore, bookstall"
ILSVRC2012_val_00049025,n04350905,"(42, 122)","(345, 498)","suit, suit of clothes"
ILSVRC2012_val_00049024,n02356798,"(104, 101)","(473, 228)","fox squirrel, eastern fox squirrel, Sciurus niger"
ILSVRC2012_val_00049023,n04039381,"(40, 264)","(150, 338)","racket, racquet"
ILSVRC2012_val_00049022,n02422106,"(248, 1)","(499, 334)",hartebeest
ILSVRC2012_val_00049021,n03887697,"(81, 150)","(241, 517)",paper towel
ILSVRC2012_val_00049020,n01910747,"(24, 241)","(193, 373)",jellyfish
ILSVRC2012_val_00049019,n02483362,"(98, 0)","(284, 341)","gibbon, Hylobates lar"
ILSVRC2012_val_00049018,n02129165,"(0, 0)","(235, 379)","lion, king of beasts, Panthera leo"
ILSVRC2012_val_00049017,n01728572,"(199, 139)","(273, 278)","thunder snake, worm snake, Carphophis amoenus"
ILSVRC2012_val_00049016,n02002556,"(53, 81)","(409, 498)","white stork, Ciconia ciconia"
ILSVRC2012_val_00049015,n02090721,"(12, 30)","(285, 247)",Irish wolfhound
ILSVRC2012_val_00049014,n03976467,"(109, 9)","(456, 404)","Polaroid camera, Polaroid Land camera"
ILSVRC2012_val_00049013,n04074963,"(321, 31)","(401, 360)","remote control, remote"
ILSVRC2012_val_00049012,n02666196,"(50, 270)","(980, 551)",abacus
ILSVRC2012_val_00049011,n04347754,"(37, 74)","(495, 332)","submarine, pigboat, sub, U-boat"
ILSVRC2012_val_00049010,n02100583,"(167, 0)","(363, 271)","vizsla, Hungarian pointer"
ILSVRC2012_val_00049009,n03706229,"(162, 299)","(633, 587)",magnetic compass
ILSVRC2012_val_00049008,n03481172,"(73, 118)","(498, 440)",hammer
ILSVRC2012_val_00049007,n02437312,"(0, 40)","(466, 374)","Arabian camel, dromedary, Camelus dromedarius"
ILSVRC2012_val_00049006,n04330267,"(129, 111)","(243, 233)",stove
ILSVRC2012_val_00049005,n02808304,"(0, 2)","(396, 498)",bath towel
ILSVRC2012_val_00049004,n02092002,"(135, 53)","(540, 380)","Scottish deerhound, deerhound"
ILSVRC2012_val_00049003,n07831146,"(168, 102)","(359, 262)",carbonara
ILSVRC2012_val_00049002,n03773504,"(122, 17)","(199, 498)",missile
ILSVRC2012_val_00049001,n03792782,"(3, 190)","(93, 360)","mountain bike, all-terrain bike, off-roader"
ILSVRC2012_val_00049000,n01491361,"(103, 26)","(396, 299)","tiger shark, Galeocerdo cuvieri"
ILSVRC2012_val_00048999,n04118538,"(372, 193)","(412, 227)",rugby ball
ILSVRC2012_val_00048998,n04065272,"(55, 12)","(432, 313)","recreational vehicle, RV, R.V."
ILSVRC2012_val_00048997,n02114548,"(0, 71)","(331, 498)","white wolf, Arctic wolf, Canis lupus tundrarum"
ILSVRC2012_val_00048996,n06785654,"(162, 0)","(498, 282)","crossword puzzle, crossword"
ILSVRC2012_val_00048995,n01644373,"(12, 58)","(487, 367)","tree frog, tree-frog"
ILSVRC2012_val_00048994,n03658185,"(51, 188)","(466, 228)","letter opener, paper knife, paperknife"
ILSVRC2012_val_00048993,n04507155,"(225, 91)","(367, 173)",umbrella
ILSVRC2012_val_00048992,n12267677,"(67, 210)","(182, 321)",acorn
ILSVRC2012_val_00048991,n01667114,"(25, 0)","(499, 330)",mud turtle
ILSVRC2012_val_00048990,n01773549,"(333, 126)","(825, 1068)","barn spider, Araneus cavaticus"
ILSVRC2012_val_00048989,n02895154,"(0, 10)","(315, 498)","breastplate, aegis, egis"
ILSVRC2012_val_00048988,n04147183,"(49, 5)","(241, 144)",schooner
ILSVRC2012_val_00048987,n03868863,"(271, 136)","(360, 239)",oxygen mask
ILSVRC2012_val_00048986,n03676483,"(56, 82)","(432, 208)","lipstick, lip rouge"
ILSVRC2012_val_00048985,n03690938,"(375, 127)","(520, 500)",lotion
ILSVRC2012_val_00048984,n04023962,"(112, 0)","(294, 435)","punching bag, punch bag, punching ball, punchball"
ILSVRC2012_val_00048983,n07697537,"(83, 68)","(410, 176)","hotdog, hot dog, red hot"
ILSVRC2012_val_00048982,n12057211,"(91, 60)","(257, 206)","yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum"
ILSVRC2012_val_00048981,n03995372,"(85, 1)","(499, 272)",power drill
ILSVRC2012_val_00048980,n02109525,"(1, 43)","(446, 439)","Saint Bernard, St Bernard"
ILSVRC2012_val_00048979,n02132136,"(120, 57)","(504, 390)","brown bear, bruin, Ursus arctos"
ILSVRC2012_val_00048978,n01756291,"(1, 1)","(498, 328)","sidewinder, horned rattlesnake, Crotalus cerastes"
ILSVRC2012_val_00048977,n03425413,"(138, 71)","(301, 480)","gas pump, gasoline pump, petrol pump, island dispenser"
ILSVRC2012_val_00048976,n07565083,"(2, 4)","(483, 353)",menu
ILSVRC2012_val_00048975,n11939491,"(295, 288)","(638, 549)",daisy
ILSVRC2012_val_00048974,n02102480,"(400, 231)","(905, 615)",Sussex spaniel
ILSVRC2012_val_00048973,n04493381,"(27, 0)","(487, 398)","tub, vat"
ILSVRC2012_val_00048972,n02099849,"(76, 86)","(406, 374)",Chesapeake Bay retriever
ILSVRC2012_val_00048971,n02115641,"(101, 74)","(322, 374)","dingo, warrigal, warragal, Canis dingo"
ILSVRC2012_val_00048970,n04133789,"(215, 198)","(337, 289)",sandal
ILSVRC2012_val_00048969,n01440764,"(108, 284)","(449, 462)","tench, Tinca tinca"
ILSVRC2012_val_00048968,n04613696,"(75, 76)","(282, 267)",yurt
ILSVRC2012_val_00048967,n03804744,"(193, 112)","(432, 236)",nail
ILSVRC2012_val_00048966,n04579432,"(189, 89)","(784, 308)",whistle
ILSVRC2012_val_00048965,n04127249,"(206, 165)","(253, 372)",safety pin
ILSVRC2012_val_00048964,n02105505,"(9, 20)","(446, 370)",komondor
ILSVRC2012_val_00048963,n02095570,"(161, 158)","(377, 278)",Lakeland terrier
ILSVRC2012_val_00048962,n02281787,"(90, 149)","(445, 475)","lycaenid, lycaenid butterfly"
ILSVRC2012_val_00048961,n03496892,"(33, 112)","(490, 301)","harvester, reaper"
ILSVRC2012_val_00048960,n01614925,"(213, 106)","(357, 361)","bald eagle, American eagle, Haliaeetus leucocephalus"
ILSVRC2012_val_00048959,n11939491,"(52, 168)","(241, 357)",daisy
ILSVRC2012_val_00048958,n04442312,"(8, 120)","(339, 479)",toaster
ILSVRC2012_val_00048957,n01729977,"(8, 6)","(373, 443)","green snake, grass snake"
ILSVRC2012_val_00048956,n04517823,"(2, 1)","(472, 374)","vacuum, vacuum cleaner"
ILSVRC2012_val_00048955,n02095314,"(31, 46)","(232, 323)",wire-haired fox terrier
ILSVRC2012_val_00048954,n02493509,"(18, 204)","(297, 332)","titi, titi monkey"
ILSVRC2012_val_00048953,n03876231,"(301, 172)","(380, 364)",paintbrush
ILSVRC2012_val_00048952,n01514668,"(172, 116)","(340, 399)",cock
ILSVRC2012_val_00048951,n02930766,"(240, 281)","(394, 440)","cab, hack, taxi, taxicab"
ILSVRC2012_val_00048950,n02536864,"(59, 198)","(418, 300)","coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch"
ILSVRC2012_val_00048949,n03742115,"(92, 0)","(317, 293)","medicine chest, medicine cabinet"
ILSVRC2012_val_00048948,n02105162,"(186, 96)","(499, 263)",malinois
ILSVRC2012_val_00048947,n03761084,"(91, 0)","(362, 235)","microwave, microwave oven"
ILSVRC2012_val_00048946,n03857828,"(1, 0)","(497, 374)","oscilloscope, scope, cathode-ray oscilloscope, CRO"
ILSVRC2012_val_00048945,n03938244,"(31, 29)","(394, 397)",pillow
ILSVRC2012_val_00048944,n03680355,"(129, 22)","(448, 250)",Loafer
ILSVRC2012_val_00048943,n01753488,"(0, 61)","(397, 405)","horned viper, cerastes, sand viper, horned asp, Cerastes cornutus"
ILSVRC2012_val_00048942,n03197337,"(259, 4)","(481, 267)",digital watch
ILSVRC2012_val_00048941,n04208210,"(253, 193)","(401, 326)",shovel
ILSVRC2012_val_00048940,n02134084,"(60, 35)","(114, 89)","ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
ILSVRC2012_val_00048939,n02483362,"(63, 23)","(286, 410)","gibbon, Hylobates lar"
ILSVRC2012_val_00048938,n04153751,"(181, 174)","(346, 295)",screw
ILSVRC2012_val_00048937,n07697537,"(1, 31)","(498, 338)","hotdog, hot dog, red hot"
ILSVRC2012_val_00048936,n02894605,"(1, 117)","(498, 251)","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
ILSVRC2012_val_00048935,n03544143,"(107, 50)","(166, 166)",hourglass
ILSVRC2012_val_00048934,n11939491,"(151, 24)","(657, 535)",daisy
ILSVRC2012_val_00048933,n03445924,"(54, 135)","(343, 471)","golfcart, golf cart"
ILSVRC2012_val_00048932,n02492660,"(131, 91)","(554, 476)","howler monkey, howler"
ILSVRC2012_val_00048931,n04229816,"(126, 12)","(203, 100)",ski mask
ILSVRC2012_val_00048930,n03937543,"(0, 0)","(498, 498)",pill bottle
ILSVRC2012_val_00048929,n03016953,"(145, 14)","(479, 323)","chiffonier, commode"
ILSVRC2012_val_00048928,n13054560,"(24, 72)","(256, 381)",bolete
ILSVRC2012_val_00048927,n04204238,"(90, 88)","(366, 251)",shopping basket
ILSVRC2012_val_00048926,n04579432,"(437, 398)","(1872, 1584)",whistle
ILSVRC2012_val_00048925,n02090622,"(207, 65)","(481, 265)","borzoi, Russian wolfhound"
ILSVRC2012_val_00048924,n01685808,"(20, 135)","(314, 458)","whiptail, whiptail lizard"
ILSVRC2012_val_00048923,n04065272,"(2, 80)","(444, 262)","recreational vehicle, RV, R.V."
ILSVRC2012_val_00048922,n02106550,"(0, 0)","(499, 374)",Rottweiler
ILSVRC2012_val_00048921,n01983481,"(184, 11)","(418, 395)","American lobster, Northern lobster, Maine lobster, Homarus americanus"
ILSVRC2012_val_00048920,n02536864,"(108, 202)","(208, 451)","coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch"
ILSVRC2012_val_00048919,n03000684,"(23, 47)","(456, 253)","chain saw, chainsaw"
ILSVRC2012_val_00048918,n03764736,"(136, 46)","(198, 155)",milk can
ILSVRC2012_val_00048917,n07831146,"(41, 0)","(499, 374)",carbonara
ILSVRC2012_val_00048916,n02797295,"(58, 101)","(155, 335)","barrow, garden cart, lawn cart, wheelbarrow"
ILSVRC2012_val_00048915,n02088094,"(157, 221)","(290, 397)","Afghan hound, Afghan"
ILSVRC2012_val_00048914,n02102040,"(83, 125)","(281, 430)","English springer, English springer spaniel"
ILSVRC2012_val_00048913,n01773157,"(86, 136)","(234, 353)","black and gold garden spider, Argiope aurantia"
ILSVRC2012_val_00048912,n03868242,"(51, 117)","(529, 445)",oxcart
ILSVRC2012_val_00048911,n03476684,"(246, 90)","(421, 429)",hair slide
ILSVRC2012_val_00048910,n04404412,"(73, 50)","(390, 306)","television, television system"
ILSVRC2012_val_00048909,n01675722,"(69, 46)","(390, 268)",banded gecko
ILSVRC2012_val_00048908,n02002724,"(107, 69)","(446, 336)","black stork, Ciconia nigra"
ILSVRC2012_val_00048907,n01806567,"(11, 64)","(419, 422)",quail
ILSVRC2012_val_00048906,n03347037,"(45, 31)","(348, 459)","fire screen, fireguard"
ILSVRC2012_val_00048905,n04204347,"(88, 1)","(418, 372)",shopping cart
ILSVRC2012_val_00048904,n02096177,"(7, 7)","(492, 492)","cairn, cairn terrier"
ILSVRC2012_val_00048903,n02910353,"(266, 220)","(291, 240)",buckle
ILSVRC2012_val_00048902,n01945685,"(11, 25)","(323, 473)",slug
ILSVRC2012_val_00048901,n04429376,"(98, 141)","(290, 410)",throne
ILSVRC2012_val_00048900,n04200800,"(51, 2)","(472, 251)","shoe shop, shoe-shop, shoe store"
ILSVRC2012_val_00048899,n03457902,"(0, 0)","(499, 374)","greenhouse, nursery, glasshouse"
ILSVRC2012_val_00048898,n04069434,"(63, 157)","(167, 226)",reflex camera
ILSVRC2012_val_00048897,n02492660,"(593, 5)","(3066, 2286)","howler monkey, howler"
ILSVRC2012_val_00048896,n03291819,"(30, 81)","(444, 297)",envelope
ILSVRC2012_val_00048895,n02268443,"(17, 46)","(477, 418)","dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"
ILSVRC2012_val_00048894,n02169497,"(266, 164)","(353, 254)","leaf beetle, chrysomelid"
ILSVRC2012_val_00048893,n03710637,"(30, 20)","(373, 498)",maillot
ILSVRC2012_val_00048892,n02361337,"(23, 68)","(311, 423)",marmot
ILSVRC2012_val_00048891,n03041632,"(25, 96)","(108, 281)","cleaver, meat cleaver, chopper"
ILSVRC2012_val_00048890,n01491361,"(28, 108)","(414, 320)","tiger shark, Galeocerdo cuvieri"
ILSVRC2012_val_00048889,n04133789,"(81, 97)","(212, 324)",sandal
ILSVRC2012_val_00048888,n02027492,"(127, 49)","(483, 256)","red-backed sandpiper, dunlin, Erolia alpina"
ILSVRC2012_val_00048887,n01734418,"(158, 82)","(443, 228)","king snake, kingsnake"
ILSVRC2012_val_00048886,n03089624,"(18, 16)","(152, 96)","confectionery, confectionary, candy store"
ILSVRC2012_val_00048885,n02835271,"(7, 146)","(481, 374)","bicycle-built-for-two, tandem bicycle, tandem"
ILSVRC2012_val_00048884,n02879718,"(107, 16)","(720, 636)",bow
ILSVRC2012_val_00048883,n02132136,"(57, 61)","(791, 642)","brown bear, bruin, Ursus arctos"
ILSVRC2012_val_00048882,n03063599,"(276, 152)","(355, 227)",coffee mug
ILSVRC2012_val_00048881,n04153751,"(395, 131)","(528, 203)",screw
ILSVRC2012_val_00048880,n12998815,"(41, 26)","(366, 297)",agaric
ILSVRC2012_val_00048879,n03637318,"(110, 0)","(314, 257)","lampshade, lamp shade"
ILSVRC2012_val_00048878,n03467068,"(115, 66)","(201, 342)",guillotine
ILSVRC2012_val_00048877,n02009912,"(40, 45)","(458, 297)","American egret, great white heron, Egretta albus"
ILSVRC2012_val_00048876,n03018349,"(75, 61)","(349, 358)","china cabinet, china closet"
ILSVRC2012_val_00048875,n03063599,"(125, 212)","(407, 488)",coffee mug
ILSVRC2012_val_00048874,n02099267,"(229, 61)","(483, 429)",flat-coated retriever
ILSVRC2012_val_00048873,n03709823,"(36, 3)","(367, 267)","mailbag, postbag"
ILSVRC2012_val_00048872,n02808304,"(158, 58)","(479, 434)",bath towel
ILSVRC2012_val_00048871,n02793495,"(0, 2)","(499, 374)",barn
ILSVRC2012_val_00048870,n04118776,"(236, 8)","(363, 457)","rule, ruler"
ILSVRC2012_val_00048869,n12057211,"(125, 219)","(257, 380)","yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum"
ILSVRC2012_val_00048868,n04371430,"(141, 404)","(290, 493)","swimming trunks, bathing trunks"
ILSVRC2012_val_00048867,n04553703,"(16, 110)","(499, 374)","washbasin, handbasin, washbowl, lavabo, wash-hand basin"
ILSVRC2012_val_00048866,n03956157,"(95, 116)","(346, 328)",planetarium
ILSVRC2012_val_00048865,n04239074,"(4, 181)","(74, 281)",sliding door
ILSVRC2012_val_00048864,n01443537,"(159, 1)","(475, 187)","goldfish, Carassius auratus"
ILSVRC2012_val_00048863,n03461385,"(1, 0)","(499, 374)","grocery store, grocery, food market, market"
ILSVRC2012_val_00048862,n03496892,"(121, 36)","(447, 332)","harvester, reaper"
ILSVRC2012_val_00048861,n02071294,"(73, 97)","(399, 270)","killer whale, killer, orca, grampus, sea wolf, Orcinus orca"
ILSVRC2012_val_00048860,n03544143,"(150, 16)","(450, 586)",hourglass
ILSVRC2012_val_00048859,n02105855,"(68, 59)","(499, 257)","Shetland sheepdog, Shetland sheep dog, Shetland"
ILSVRC2012_val_00048858,n02100735,"(98, 65)","(497, 330)",English setter
ILSVRC2012_val_00048857,n03920288,"(0, 1)","(496, 498)",Petri dish
ILSVRC2012_val_00048856,n03207941,"(0, 0)","(331, 498)","dishwasher, dish washer, dishwashing machine"
ILSVRC2012_val_00048855,n02487347,"(0, 11)","(388, 558)",macaque
ILSVRC2012_val_00048854,n03207743,"(1, 1)","(476, 498)","dishrag, dishcloth"
ILSVRC2012_val_00048853,n03028079,"(2, 0)","(499, 374)","church, church building"
ILSVRC2012_val_00048852,n03991062,"(296, 212)","(426, 317)","pot, flowerpot"
ILSVRC2012_val_00048851,n03873416,"(70, 61)","(225, 163)","paddle, boat paddle"
ILSVRC2012_val_00048850,n04133789,"(45, 93)","(258, 397)",sandal
ILSVRC2012_val_00048849,n07860988,"(172, 241)","(340, 328)",dough
ILSVRC2012_val_00048848,n04111531,"(233, 112)","(319, 183)",rotisserie
ILSVRC2012_val_00048847,n03729826,"(209, 160)","(240, 213)",matchstick
ILSVRC2012_val_00048846,n01807496,"(89, 71)","(491, 325)",partridge
ILSVRC2012_val_00048845,n04074963,"(28, 129)","(473, 256)","remote control, remote"
ILSVRC2012_val_00048844,n03903868,"(121, 254)","(254, 395)","pedestal, plinth, footstall"
ILSVRC2012_val_00048843,n03935335,"(18, 83)","(363, 402)","piggy bank, penny bank"
ILSVRC2012_val_00048842,n02109525,"(1, 1)","(404, 374)","Saint Bernard, St Bernard"
ILSVRC2012_val_00048841,n07697313,"(100, 152)","(498, 485)",cheeseburger
ILSVRC2012_val_00048840,n01443537,"(157, 129)","(381, 276)","goldfish, Carassius auratus"
ILSVRC2012_val_00048839,n02808440,"(0, 48)","(499, 374)","bathtub, bathing tub, bath, tub"
ILSVRC2012_val_00048838,n01833805,"(89, 319)","(329, 424)",hummingbird
ILSVRC2012_val_00048837,n01983481,"(19, 119)","(472, 298)","American lobster, Northern lobster, Maine lobster, Homarus americanus"
ILSVRC2012_val_00048836,n04265275,"(60, 95)","(316, 395)",space heater
ILSVRC2012_val_00048835,n04317175,"(125, 125)","(293, 318)",stethoscope
ILSVRC2012_val_00048834,n02100236,"(38, 181)","(253, 477)",German short-haired pointer
ILSVRC2012_val_00048833,n07714990,"(81, 232)","(190, 346)",broccoli
ILSVRC2012_val_00048832,n02536864,"(2, 343)","(322, 440)","coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch"
ILSVRC2012_val_00048831,n04209133,"(206, 38)","(291, 95)",shower cap
ILSVRC2012_val_00048830,n02110185,"(1, 12)","(328, 413)",Siberian husky
ILSVRC2012_val_00048829,n01537544,"(87, 62)","(273, 289)","indigo bunting, indigo finch, indigo bird, Passerina cyanea"
ILSVRC2012_val_00048828,n01698640,"(216, 110)","(386, 215)","American alligator, Alligator mississipiensis"
ILSVRC2012_val_00048827,n02281787,"(133, 157)","(620, 587)","lycaenid, lycaenid butterfly"
ILSVRC2012_val_00048826,n03494278,"(78, 215)","(118, 283)","harmonica, mouth organ, harp, mouth harp"
ILSVRC2012_val_00048825,n01796340,"(53, 47)","(392, 498)",ptarmigan
ILSVRC2012_val_00048824,n01828970,"(144, 166)","(338, 333)",bee eater
ILSVRC2012_val_00048823,n07875152,"(79, 93)","(375, 399)",potpie
ILSVRC2012_val_00048822,n12057211,"(148, 0)","(421, 392)","yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum"
ILSVRC2012_val_00048821,n03887697,"(119, 16)","(283, 288)",paper towel
ILSVRC2012_val_00048820,n03041632,"(23, 22)","(487, 326)","cleaver, meat cleaver, chopper"
ILSVRC2012_val_00048819,n03793489,"(25, 111)","(231, 298)","mouse, computer mouse"
ILSVRC2012_val_00048818,n02108551,"(6, 16)","(488, 438)",Tibetan mastiff
ILSVRC2012_val_00048817,n02488291,"(31, 1)","(108, 78)",langur
ILSVRC2012_val_00048816,n03459775,"(303, 244)","(371, 265)","grille, radiator grille"
ILSVRC2012_val_00048815,n07880968,"(96, 17)","(385, 498)",burrito
ILSVRC2012_val_00048814,n02009229,"(270, 152)","(453, 278)","little blue heron, Egretta caerulea"
ILSVRC2012_val_00048813,n03026506,"(260, 56)","(465, 433)",Christmas stocking
ILSVRC2012_val_00048812,n04141975,"(23, 318)","(336, 485)","scale, weighing machine"
ILSVRC2012_val_00048811,n04540053,"(438, 22)","(565, 148)",volleyball
ILSVRC2012_val_00048810,n02319095,"(61, 87)","(1178, 1165)",sea urchin
ILSVRC2012_val_00048809,n03992509,"(137, 225)","(323, 355)",potter's wheel
ILSVRC2012_val_00048808,n01990800,"(159, 166)","(281, 242)",isopod
ILSVRC2012_val_00048807,n03840681,"(3, 43)","(424, 224)","ocarina, sweet potato"
ILSVRC2012_val_00048806,n03447447,"(86, 358)","(175, 498)",gondola
ILSVRC2012_val_00048805,n03658185,"(1, 4)","(436, 373)","letter opener, paper knife, paperknife"
ILSVRC2012_val_00048804,n02666196,"(2, 52)","(302, 487)",abacus
ILSVRC2012_val_00048803,n07754684,"(108, 205)","(233, 411)","jackfruit, jak, jack"
ILSVRC2012_val_00048802,n02033041,"(102, 145)","(326, 327)",dowitcher
ILSVRC2012_val_00048801,n02104365,"(29, 14)","(419, 367)",schipperke
ILSVRC2012_val_00048800,n01770393,"(18, 45)","(476, 312)",scorpion
ILSVRC2012_val_00048799,n04389033,"(43, 98)","(438, 319)","tank, army tank, armored combat vehicle, armoured combat vehicle"
ILSVRC2012_val_00048798,n11879895,"(3, 263)","(497, 333)",rapeseed
ILSVRC2012_val_00048797,n03970156,"(256, 113)","(486, 280)","plunger, plumber's helper"
ILSVRC2012_val_00048796,n02860847,"(0, 177)","(656, 368)","bobsled, bobsleigh, bob"
ILSVRC2012_val_00048795,n06794110,"(65, 2)","(324, 70)",street sign
